"File","Line","Text"
"lib\help\help_content_zh.dart","26","'第一次進入遊戲後，建議先做什麼？'"
"lib\help\help_content_zh.dart","28","'建議先完成個人檔案設定喔！設定完成後，角色在回覆時才會知道該如何稱呼你，也能更了解你的基本資訊，讓之後的互動更加自然。'"
"lib\help\help_content_zh.dart","30","'第一次'"
"lib\help\help_content_zh.dart","31","'新手'"
"lib\help\help_content_zh.dart","32","'個人檔案'"
"lib\help\help_content_zh.dart","33","'稱呼'"
"lib\help\help_content_zh.dart","38","'要怎麼開始和角色聊天？'"
"lib\help\help_content_zh.dart","40","'你可以前往「邂逅」中的每日邂逅，或到探索大廳尋找心儀的角色。進入角色主頁後，點選下方的「開始劇情」或「閒聊」，就可以開始聊天。公開角色可以自由選擇是否加入好友。'"
"lib\help\help_content_zh.dart","42","'聊天'"
"lib\help\help_content_zh.dart","43","'每日邂逅'"
"lib\help\help_content_zh.dart","44","'探索大廳'"
"lib\help\help_content_zh.dart","45","'開始劇情'"
"lib\help\help_content_zh.dart","46","'閒聊'"
"lib\help\help_content_zh.dart","51","'聊天室左下角的雲朵按鈕有哪些功能？'"
"lib\help\help_content_zh.dart","53","'點擊聊天室左下角的雲朵按鈕，可以開啟背包、劇情摘要、照片、錄音、拾光檔案與互動玩法等功能。'"
"lib\help\help_content_zh.dart","55","'雲朵'"
"lib\help\help_content_zh.dart","56","'聊天室'"
"lib\help\help_content_zh.dart","57","'背包'"
"lib\help\help_content_zh.dart","58","'劇情摘要'"
"lib\help\help_content_zh.dart","59","'照片'"
"lib\help\help_content_zh.dart","60","'錄音'"
"lib\help\help_content_zh.dart","65","'什麼是「拾光檔案」？'"
"lib\help\help_content_zh.dart","67","'拾光檔案就是《戀戀拾光》裡的個人檔案。你可以設定檔案名稱、姓名、身高、外貌、職業、個性與自我介紹。介紹得越詳細，角色就越能了解你，回覆也會更貼近你的設定。'"
"lib\help\help_content_zh.dart","69","'拾光檔案'"
"lib\help\help_content_zh.dart","70","'姓名'"
"lib\help\help_content_zh.dart","71","'身高'"
"lib\help\help_content_zh.dart","72","'外貌'"
"lib\help\help_content_zh.dart","73","'職業'"
"lib\help\help_content_zh.dart","74","'個性'"
"lib\help\help_content_zh.dart","75","'自我介紹'"
"lib\help\help_content_zh.dart","80","'互動玩法目前有哪些？'"
"lib\help\help_content_zh.dart","82","'目前互動玩法包含戳戳、送小禮物與發送定位。未來也會持續新增更多互動內容與遊戲玩法。'"
"lib\help\help_content_zh.dart","84","'互動玩法'"
"lib\help\help_content_zh.dart","85","'戳戳'"
"lib\help\help_content_zh.dart","86","'禮物'"
"lib\help\help_content_zh.dart","87","'定位'"
"lib\help\help_content_zh.dart","92","'聊天室右上角的選單有哪些功能？'"
"lib\help\help_content_zh.dart","94","'點擊聊天室右上角的三條線，可以使用搜尋對話、專屬回憶與背景、與我相關、關於我們、給他的備忘錄、生理期追蹤與重製記憶等功能。'"
"lib\help\help_content_zh.dart","96","'三條線'"
"lib\help\help_content_zh.dart","97","'搜尋對話'"
"lib\help\help_content_zh.dart","98","'專屬回憶'"
"lib\help\help_content_zh.dart","99","'與我相關'"
"lib\help\help_content_zh.dart","100","'關於我們'"
"lib\help\help_content_zh.dart","101","'備忘錄'"
"lib\help\help_content_zh.dart","102","'生理期'"
"lib\help\help_content_zh.dart","103","'重製記憶'"
"lib\help\help_content_zh.dart","111","'生活陪伴'"
"lib\help\help_content_zh.dart","116","'生理期追蹤要怎麼設定？'"
"lib\help\help_content_zh.dart","118","'選擇生理期開始與結束的日期後，按下「儲存紀錄」。角色就會知道你的生理期日期，並可能在回覆中加入小小的提醒與關心。'"
"lib\help\help_content_zh.dart","120","'生理期'"
"lib\help\help_content_zh.dart","121","'月經'"
"lib\help\help_content_zh.dart","122","'日期'"
"lib\help\help_content_zh.dart","123","'提醒'"
"lib\help\help_content_zh.dart","128","'「關於我們」的回憶要怎麼新增？'"
"lib\help\help_content_zh.dart","130","'「關於我們」裡的回憶需要由玩家手動輸入。儲存後，角色會記得你們之間發生過的重要事情，讓後續互動更有延續感。'"
"lib\help\help_content_zh.dart","132","'關於我們'"
"lib\help\help_content_zh.dart","133","'回憶'"
"lib\help\help_content_zh.dart","134","'記憶'"
"lib\help\help_content_zh.dart","139","'備忘錄怎麼使用？'"
"lib\help\help_content_zh.dart","141","'你可以建立備忘事項並設定日期。到了指定日期，角色會提醒你當天的事情，App 也會透過系統通知提醒你。'"
"lib\help\help_content_zh.dart","143","'備忘錄'"
"lib\help\help_content_zh.dart","144","'日期'"
"lib\help\help_content_zh.dart","145","'通知'"
"lib\help\help_content_zh.dart","146","'提醒'"
"lib\help\help_content_zh.dart","151","'備忘錄可以修改或刪除嗎？'"
"lib\help\help_content_zh.dart","153","'可以。已建立的備忘錄可以隨時修改或刪除。'"
"lib\help\help_content_zh.dart","155","'備忘錄'"
"lib\help\help_content_zh.dart","156","'修改'"
"lib\help\help_content_zh.dart","157","'刪除'"
"lib\help\help_content_zh.dart","162","'AI 會記得多久以前的內容？'"
"lib\help\help_content_zh.dart","164","'不同聊天模式的記憶方式與範圍不完全相同。AI 會根據角色設定、目前模式、近期對話，以及你儲存的回憶與拾光檔案內容生成回覆。若有希望角色長期記得的重要事項，建議加入「關於我們」、專屬回憶或拾光檔案。'"
"lib\help\help_content_zh.dart","166","'記憶'"
"lib\help\help_content_zh.dart","167","'忘記'"
"lib\help\help_content_zh.dart","168","'長期記憶'"
"lib\help\help_content_zh.dart","169","'聊天模式'"
"lib\help\help_content_zh.dart","177","'瞬間（朋友圈）'"
"lib\help\help_content_zh.dart","182","'「瞬間」是公開朋友圈嗎？'"
"lib\help\help_content_zh.dart","184","'是的。瞬間分為「探索」與「專屬」。添加其他玩家為好友後，對方角色的貼文除了會出現在探索，也會出現在專屬內容中。當角色的創作者發文時，你也有機會看到相關貼文。'"
"lib\help\help_content_zh.dart","186","'瞬間'"
"lib\help\help_content_zh.dart","187","'朋友圈'"
"lib\help\help_content_zh.dart","188","'探索'"
"lib\help\help_content_zh.dart","189","'專屬'"
"lib\help\help_content_zh.dart","190","'好友'"
"lib\help\help_content_zh.dart","195","'玩家和角色都可以發文嗎？'"
"lib\help\help_content_zh.dart","197","'可以。玩家可以自行發文，角色也可以發文。'"
"lib\help\help_content_zh.dart","199","'發文'"
"lib\help\help_content_zh.dart","200","'角色發文'"
"lib\help\help_content_zh.dart","201","'玩家發文'"
"lib\help\help_content_zh.dart","206","'角色可以預約自動發文嗎？'"
"lib\help\help_content_zh.dart","208","'可以。你可以設定每天固定的發文時間，系統會依角色後台設定的個性，自動生成符合角色風格的貼文。'"
"lib\help\help_content_zh.dart","210","'預約發文'"
"lib\help\help_content_zh.dart","211","'自動發文'"
"lib\help\help_content_zh.dart","212","'發文時間'"
"lib\help\help_content_zh.dart","217","'角色自動發文會消耗花花嗎？'"
"lib\help\help_content_zh.dart","219","'不會。角色的預約自動發文目前不會消耗任何花花。'"
"lib\help\help_content_zh.dart","221","'自動發文'"
"lib\help\help_content_zh.dart","222","'花花'"
"lib\help\help_content_zh.dart","223","'點數'"
"lib\help\help_content_zh.dart","228","'貼文可以進行哪些互動？'"
"lib\help\help_content_zh.dart","230","'貼文支援按讚、留言、分享與儲存。角色的創作者也可以使用該角色的身分回覆玩家，或到其他貼文下留言互動。'"
"lib\help\help_content_zh.dart","232","'按讚'"
"lib\help\help_content_zh.dart","233","'留言'"
"lib\help\help_content_zh.dart","234","'分享'"
"lib\help\help_content_zh.dart","235","'儲存'"
"lib\help\help_content_zh.dart","243","'AI 聊天與語音'"
"lib\help\help_content_zh.dart","248","'為什麼 AI 每次回答可能不一樣？'"
"lib\help\help_content_zh.dart","250","'AI 會根據角色人設、世界觀、前後對話、玩家設定與當下聊天內容即時生成回覆。因此，即使輸入相似的內容，也可能得到不同回答。這是生成式 AI 的特性，也讓每次互動保有變化與驚喜。'"
"lib\help\help_content_zh.dart","252","'AI回答'"
"lib\help\help_content_zh.dart","253","'回答不同'"
"lib\help\help_content_zh.dart","254","'生成式AI'"
"lib\help\help_content_zh.dart","259","'角色為什麼可能顯示離線？'"
"lib\help\help_content_zh.dart","261","'角色顯示離線可能是網路連線異常、AI 或雲端服務暫時異常、角色資料尚未完整載入，或角色內容正在重新檢查。可以先重新整理、確認網路，或稍後再試。若持續無法使用，請回報客服並附上角色名稱與畫面截圖。'"
"lib\help\help_content_zh.dart","263","'離線'"
"lib\help\help_content_zh.dart","264","'無法聊天'"
"lib\help\help_content_zh.dart","265","'網路'"
"lib\help\help_content_zh.dart","266","'雲端'"
"lib\help\help_content_zh.dart","271","'聊天紀錄會跨裝置同步嗎？'"
"lib\help\help_content_zh.dart","273","'會。只要使用相同帳號登入，聊天紀錄與相關資料就會同步到其他裝置。'"
"lib\help\help_content_zh.dart","275","'聊天紀錄'"
"lib\help\help_content_zh.dart","276","'換手機'"
"lib\help\help_content_zh.dart","277","'同步'"
"lib\help\help_content_zh.dart","282","'可以刪除或重新開始對話嗎？'"
"lib\help\help_content_zh.dart","284","'可以。玩家可以刪除對話、重新生成回覆，或使用重製對話與記憶功能。重製前請先確認是否有重要內容需要保留。'"
"lib\help\help_content_zh.dart","286","'刪除對話'"
"lib\help\help_content_zh.dart","287","'重新生成'"
"lib\help\help_content_zh.dart","288","'重製記憶'"
"lib\help\help_content_zh.dart","293","'語音功能在哪裡使用？'"
"lib\help\help_content_zh.dart","295","'目前語音功能主要在聊天室中使用。建立角色時，可以輸入希望的聲音描述，系統會協助尋找最符合角色設定的聲音。'"
"lib\help\help_content_zh.dart","297","'語音'"
"lib\help\help_content_zh.dart","298","'聊天室'"
"lib\help\help_content_zh.dart","300","'建立角色'"
"lib\help\help_content_zh.dart","305","'第一次播放語音為什麼比較慢？'"
"lib\help\help_content_zh.dart","307","'第一次播放時，系統需要先為角色生成並載入語音，因此可能需要等待幾秒鐘。生成完成後，再次播放通常會快很多；網路狀況也可能影響載入速度。'"
"lib\help\help_content_zh.dart","309","'語音很慢'"
"lib\help\help_content_zh.dart","310","'第一次播放'"
"lib\help\help_content_zh.dart","311","'載入'"
"lib\help\help_content_zh.dart","316","'語音播放會消耗花花嗎？'"
"lib\help\help_content_zh.dart","318","'建立角色時的語音試聽不會消耗花花；語音通話每次會扣除 20 點花花。'"
"lib\help\help_content_zh.dart","320","'語音'"
"lib\help\help_content_zh.dart","321","'花花'"
"lib\help\help_content_zh.dart","322","'20點'"
"lib\help\help_content_zh.dart","323","'試聽'"
"lib\help\help_content_zh.dart","328","'玩家可以替角色更換聲音嗎？'"
"lib\help\help_content_zh.dart","330","'可以。角色的創作者可以再次編輯角色並重新選擇合適的聲音。'"
"lib\help\help_content_zh.dart","332","'更換聲音'"
"lib\help\help_content_zh.dart","333","'修改語音'"
"lib\help\help_content_zh.dart","338","'聲音不符合角色時，可以怎麼反映？'"
"lib\help\help_content_zh.dart","340","'你可以前往角色主頁，在「時空迴音」留下對角色聲音的看法或建議。每個角色都是創作者投入心力製作的作品，請以尊重、友善的方式提供意見，不要惡意攻擊角色或創作者。'"
"lib\help\help_content_zh.dart","342","'聲音不符合'"
"lib\help\help_content_zh.dart","343","'時空迴音'"
"lib\help\help_content_zh.dart","344","'建議'"
"lib\help\help_content_zh.dart","352","'角色創作'"
"lib\help\help_content_zh.dart","357","'要從哪裡建立角色？'"
"lib\help\help_content_zh.dart","359","'前往個人主頁後，按下「創建角色」，即可開始建立自己的角色。'"
"lib\help\help_content_zh.dart","361","'建立角色'"
"lib\help\help_content_zh.dart","362","'創建角色'"
"lib\help\help_content_zh.dart","363","'個人主頁'"
"lib\help\help_content_zh.dart","368","'一個帳號可以建立幾個角色？'"
"lib\help\help_content_zh.dart","370","'目前沒有角色數量、公開數量或欄位數量限制，歡迎盡情發揮創意與想法。'"
"lib\help\help_content_zh.dart","372","'角色上限'"
"lib\help\help_content_zh.dart","373","'數量限制'"
"lib\help\help_content_zh.dart","374","'無上限'"
"lib\help\help_content_zh.dart","379","'草稿、私人角色與公開角色有什麼不同？'"
"lib\help\help_content_zh.dart","381","'草稿是尚未建立完成，或編輯到一半而暫時儲存的角色；私人角色只有創作者本人看得到，適合先測試對話是否符合預期；公開角色則會顯示在公開頁面，所有玩家都可以看見並互動。'"
"lib\help\help_content_zh.dart","383","'草稿'"
"lib\help\help_content_zh.dart","384","'私人角色'"
"lib\help\help_content_zh.dart","385","'公開角色'"
"lib\help\help_content_zh.dart","390","'公開角色送出後會立即上架嗎？'"
"lib\help\help_content_zh.dart","392","'會。目前公開角色完成發布後會立即上架，但仍須遵守使用條款與創作者規範。若收到檢舉或發現違規內容，平台可能進行檢查或下架處理。'"
"lib\help\help_content_zh.dart","394","'立即上架'"
"lib\help\help_content_zh.dart","395","'公開角色'"
"lib\help\help_content_zh.dart","396","'發布'"
"lib\help\help_content_zh.dart","401","'公開後還可以編輯角色嗎？'"
"lib\help\help_content_zh.dart","403","'可以。公開角色仍可再次編輯，編輯期間角色不會自動下架，並會維持顯示於公開頁面。'"
"lib\help\help_content_zh.dart","405","'編輯角色'"
"lib\help\help_content_zh.dart","406","'公開後修改'"
"lib\help\help_content_zh.dart","411","'可以刪除自己的公開角色嗎？'"
"lib\help\help_content_zh.dart","413","'可以，但只有該角色的創作者可以刪除自己建立的角色，其他玩家無法編輯或刪除。'"
"lib\help\help_content_zh.dart","415","'刪除角色'"
"lib\help\help_content_zh.dart","416","'創作者'"
"lib\help\help_content_zh.dart","417","'親媽'"
"lib\help\help_content_zh.dart","422","'角色圖片最多可以上傳幾張？'"
"lib\help\help_content_zh.dart","424","'每個角色最多可以上傳 10 張圖片。第一張圖片會作為角色的主要展示圖片，也是其他玩家對角色的第一印象照。'"
"lib\help\help_content_zh.dart","426","'角色圖片'"
"lib\help\help_content_zh.dart","427","'10張'"
"lib\help\help_content_zh.dart","428","'第一張'"
"lib\help\help_content_zh.dart","429","'封面'"
"lib\help\help_content_zh.dart","434","'為什麼第二張以後的照片需要解鎖？'"
"lib\help\help_content_zh.dart","436","'第二張以後的專屬照片會依角色設定的好感度逐步解鎖。隨著你和角色的互動增加，就能看到更多專屬照片。'"
"lib\help\help_content_zh.dart","438","'照片解鎖'"
"lib\help\help_content_zh.dart","439","'好感度'"
"lib\help\help_content_zh.dart","440","'專屬照片'"
"lib\help\help_content_zh.dart","445","'標籤要怎麼新增？有數量限制嗎？'"
"lib\help\help_content_zh.dart","447","'建立或編輯角色時，可以在角色設定中新增標籤。目前沒有標籤數量限制，但建議選擇真正符合角色個性與設定的標籤，方便其他玩家搜尋。'"
"lib\help\help_content_zh.dart","449","'標籤'"
"lib\help\help_content_zh.dart","450","'數量限制'"
"lib\help\help_content_zh.dart","451","'搜尋'"
"lib\help\help_content_zh.dart","456","'為什麼角色可能無法公開或變成離線？'"
"lib\help\help_content_zh.dart","458","'可能原因包括角色資料尚未填寫完整、網路或雲端服務暫時異常，或圖片與文字內容需要調整。請先確認欄位是否完整，並確保內容符合創作者規範；若仍無法使用，請聯絡客服。'"
"lib\help\help_content_zh.dart","460","'無法公開'"
"lib\help\help_content_zh.dart","461","'離線'"
"lib\help\help_content_zh.dart","462","'欄位不完整'"
"lib\help\help_content_zh.dart","467","'可以建立同人或二創角色嗎？'"
"lib\help\help_content_zh.dart","469","'可以，但請尊重原作品與權利人的規範，不得冒充官方授權，也不得使用侵害著作權、商標權、肖像權或其他權利的內容。發布前請先閱讀《創作者規範》。'"
"lib\help\help_content_zh.dart","471","'同人'"
"lib\help\help_content_zh.dart","472","'二創'"
"lib\help\help_content_zh.dart","473","'版權'"
"lib\help\help_content_zh.dart","474","'創作者規範'"
"lib\help\help_content_zh.dart","482","'搜尋與邂逅'"
"lib\help\help_content_zh.dart","487","'目前可以搜尋哪些內容？'"
"lib\help\help_content_zh.dart","489","'目前可以透過角色名稱、創作者名稱與角色標籤等內容尋找角色。'"
"lib\help\help_content_zh.dart","491","'搜尋'"
"lib\help\help_content_zh.dart","492","'角色名稱'"
"lib\help\help_content_zh.dart","493","'創作者'"
"lib\help\help_content_zh.dart","494","'標籤'"
"lib\help\help_content_zh.dart","499","'邂逅裡有哪些分類？'"
"lib\help\help_content_zh.dart","501","'目前邂逅包含最新、熱門、標籤與人氣熱榜等分類。'"
"lib\help\help_content_zh.dart","503","'邂逅'"
"lib\help\help_content_zh.dart","504","'最新'"
"lib\help\help_content_zh.dart","505","'熱門'"
"lib\help\help_content_zh.dart","506","'標籤'"
"lib\help\help_content_zh.dart","507","'人氣熱榜'"
"lib\help\help_content_zh.dart","512","'熱門角色是怎麼排序的？'"
"lib\help\help_content_zh.dart","514","'熱門角色目前主要依角色的遊玩次數排序。'"
"lib\help\help_content_zh.dart","516","'熱門'"
"lib\help\help_content_zh.dart","517","'遊玩次數'"
"lib\help\help_content_zh.dart","518","'排序'"
"lib\help\help_content_zh.dart","523","'什麼是「閃耀新星」？'"
"lib\help\help_content_zh.dart","525","'新建立並公開的角色會出現在「閃耀新星．強檔推薦」區域，讓玩家更容易發現新作品。'"
"lib\help\help_content_zh.dart","527","'閃耀新星'"
"lib\help\help_content_zh.dart","528","'新角色'"
"lib\help\help_content_zh.dart","529","'推薦'"
"lib\help\help_content_zh.dart","537","'帳號與外觀'"
"lib\help\help_content_zh.dart","542","'要從哪裡更換主題顏色？'"
"lib\help\help_content_zh.dart","544","'前往個人主頁右上角的設定，即可自訂主題顏色。套用後，App 多數頁面與聊天室介面都會跟著變更。'"
"lib\help\help_content_zh.dart","546","'主題顏色'"
"lib\help\help_content_zh.dart","547","'設定'"
"lib\help\help_content_zh.dart","548","'聊天室顏色'"
"lib\help\help_content_zh.dart","553","'換手機後資料會同步嗎？'"
"lib\help\help_content_zh.dart","555","'可以。只要在新裝置使用相同帳號登入，帳號內的資料就會進行同步。'"
"lib\help\help_content_zh.dart","557","'換手機'"
"lib\help\help_content_zh.dart","558","'新裝置'"
"lib\help\help_content_zh.dart","559","'同步資料'"
"lib\help\help_content_zh.dart","564","'不同登入方式可以互通嗎？'"
"lib\help\help_content_zh.dart","566","'目前 Apple、Google、Facebook 與 Email 等不同登入方式不會自動互通。請使用原本註冊或登入時使用的相同方式，以免進入不同帳號。'"
"lib\help\help_content_zh.dart","568","'Apple登入'"
"lib\help\help_content_zh.dart","569","'Google登入'"
"lib\help\help_content_zh.dart","570","'Facebook登入'"
"lib\help\help_content_zh.dart","571","'Email登入'"
"lib\help\help_content_zh.dart","576","'可以修改暱稱、頭像與「與我相關」嗎？'"
"lib\help\help_content_zh.dart","578","'暱稱與頭像可以修改；目前「與我相關」內容無法由玩家自行編輯。'"
"lib\help\help_content_zh.dart","580","'暱稱'"
"lib\help\help_content_zh.dart","581","'頭像'"
"lib\help\help_content_zh.dart","582","'與我相關'"
"lib\help\help_content_zh.dart","587","'要怎麼刪除帳號？'"
"lib\help\help_content_zh.dart","589","'進入個人主頁右上角的設定，往下滑即可找到「刪除帳號」。送出後會有 3 天緩衝期，在緩衝期間重新登入，就會取消帳號刪除。'"
"lib\help\help_content_zh.dart","591","'刪除帳號'"
"lib\help\help_content_zh.dart","592","'三天'"
"lib\help\help_content_zh.dart","593","'緩衝期'"
"lib\help\help_content_zh.dart","598","'刪除帳號後，角色、聊天紀錄與花花會怎麼處理？'"
"lib\help\help_content_zh.dart","600","'帳號刪除完成後，公開角色與聊天紀錄也會一併刪除。已購買的花花不會辦理退款，請在刪除帳號前再次確認。'"
"lib\help\help_content_zh.dart","602","'刪除帳號'"
"lib\help\help_content_zh.dart","603","'公開角色'"
"lib\help\help_content_zh.dart","604","'聊天紀錄'"
"lib\help\help_content_zh.dart","605","'花花'"
"lib\help\help_content_zh.dart","613","'花花與付款'"
"lib\help\help_content_zh.dart","618","'花花可以用在哪些功能？'"
"lib\help\help_content_zh.dart","620","'花花目前可以使用在 AI 聊天、贈送禮物與語音通話等功能。'"
"lib\help\help_content_zh.dart","622","'花花'"
"lib\help\help_content_zh.dart","623","'點數'"
"lib\help\help_content_zh.dart","624","'聊天'"
"lib\help\help_content_zh.dart","625","'送禮'"
"lib\help\help_content_zh.dart","626","'語音通話'"
"lib\help\help_content_zh.dart","631","'花花會過期嗎？'"
"lib\help\help_content_zh.dart","633","'不會。帳號中的花花目前沒有使用期限。'"
"lib\help\help_content_zh.dart","635","'花花過期'"
"lib\help\help_content_zh.dart","636","'點數期限'"
"lib\help\help_content_zh.dart","641","'購買後花花沒有入帳怎麼辦？'"
"lib\help\help_content_zh.dart","643","'請前往個人主頁的設定，點選「聯絡我們」，提供購買時間、購買數量與相關畫面；也可以寄信至 lianlianshiguang@gmail.com。官方會盡量在 48 小時內回覆。'"
"lib\help\help_content_zh.dart","645","'花花沒入帳'"
"lib\help\help_content_zh.dart","646","'購買失敗'"
"lib\help\help_content_zh.dart","647","'48小時'"
"lib\help\help_content_zh.dart","652","'花花或虛擬商品可以退款嗎？'"
"lib\help\help_content_zh.dart","654","'退款會依購買平台與所在地法規處理。透過 Apple 購買者請依 Apple 的退款流程申請；透過 Google Play 購買者請依 Google Play 的退款規範辦理。'"
"lib\help\help_content_zh.dart","656","'退款'"
"lib\help\help_content_zh.dart","657","'Apple退款'"
"lib\help\help_content_zh.dart","658","'Google退款'"
"lib\help\help_content_zh.dart","666","'客服與回報'"
"lib\help\help_content_zh.dart","671","'遇到 Bug 要怎麼回報？'"
"lib\help\help_content_zh.dart","673","'請前往設定中的「聯絡我們」，並盡量附上錯誤畫面截圖、裝置型號、發生時間與角色名稱。官方通常會於工作日 3～5 天內回覆。'"
"lib\help\help_content_zh.dart","676","'錯誤'"
"lib\help\help_content_zh.dart","677","'回報'"
"lib\help\help_content_zh.dart","678","'截圖'"
"lib\help\help_content_zh.dart","679","'裝置'"
"lib\help\help_content_zh.dart","684","'想提出功能建議，可以從哪裡聯絡官方？'"
"lib\help\help_content_zh.dart","686","'可以透過設定中的「聯絡我們」，或前往官方 Instagram、Threads 私訊提出建議。'"
"lib\help\help_content_zh.dart","688","'功能建議'"
"lib\help\help_content_zh.dart","689","'意見'"
"lib\help\help_content_zh.dart","696","'要怎麼檢舉違規角色？'"
"lib\help\help_content_zh.dart","698","'進入角色卡片後，點擊右上角的選單，即可找到檢舉角色功能。'"
"lib\help\help_content_zh.dart","700","'檢舉角色'"
"lib\help\help_content_zh.dart","701","'違規角色'"
"lib\help\help_content_zh.dart","702","'右上角'"
"lib\help\help_content_zh.dart","707","'官方客服信箱是什麼？'"
"lib\help\help_content_zh.dart","709","'官方客服信箱：lianlianshiguang@gmail.com'"
"lib\help\help_content_zh.dart","711","'客服'"
"lib\help\help_content_zh.dart","713","'信箱'"
"lib\help\help_content_zh.dart","718","'官方 Discord 與社群在哪裡？'"
"lib\help\help_content_zh.dart","720","'你可以透過 App 內的官方社群入口加入 Discord，或追蹤官方 Instagram 與 Threads，取得最新公告、活動消息與開發進度。'"
"lib\help\help_content_zh.dart","723","'社群'"
"lib\l10n\app_localizations_ja.dart","12","'設定'"
"lib\l10n\app_localizations_ja.dart","15","'テーマカラーを変更'"
"lib\l10n\app_localizations_ja.dart","21","'言語を変更'"
"lib\l10n\app_localizations_ja.dart","24","'すべての友達'"
"lib\l10n\app_localizations_ja.dart","27","'まだ友達がいません。'"
"lib\l10n\app_localizations_ja.dart","30","'不明なキャラクター'"
"lib\l10n\app_localizations_ja.dart","34","'友達リストの読み込み中にエラーが発生しました: $error'"
"lib\l10n\app_localizations_ja.dart","38","'優しい'"
"lib\l10n\app_localizations_ja.dart","41","'明るい'"
"lib\l10n\app_localizations_ja.dart","44","'活発'"
"lib\l10n\app_localizations_ja.dart","50","'お嬢様'"
"lib\l10n\app_localizations_ja.dart","53","'お坊ちゃま'"
"lib\l10n\app_localizations_ja.dart","56","'裕福な家庭'"
"lib\l10n\app_localizations_ja.dart","59","'腹黒'"
"lib\l10n\app_localizations_ja.dart","62","'独占欲'"
"lib\l10n\app_localizations_ja.dart","65","'偏執的'"
"lib\l10n\app_localizations_ja.dart","68","'一途'"
"lib\l10n\app_localizations_ja.dart","77","'先輩(女性)'"
"lib\l10n\app_localizations_ja.dart","80","'後輩(男性)'"
"lib\l10n\app_localizations_ja.dart","86","'美しく魅力的'"
"lib\l10n\app_localizations_ja.dart","92","'挑発的'"
"lib\l10n\app_localizations_ja.dart","95","'年の差'"
"lib\l10n\app_localizations_ja.dart","98","'ユーザーが見つかりません'"
"lib\l10n\app_localizations_ja.dart","101","'画像データが一致しません。画像を再選択してください。'"
"lib\l10n\app_localizations_ja.dart","104","'キャラクター作成'"
