"File","Line","Text"
"lib\screens\creator_studio_page.dart","344","'私人角色'"
"lib\screens\creator_studio_page.dart","345","'只有你自己看得到'"
"lib\screens\creator_studio_page.dart","358","'草稿'"
"lib\screens\creator_studio_page.dart","359","'尚未完成的創作'"
"lib\screens\creator_studio_page.dart","698","'刪除草稿'"
"lib\screens\custom_scene_edit_page.dart","207","'例如：雨夜重逢'"
"lib\screens\custom_scene_edit_page.dart","230","'描述故事發生的時間、地點、關係與你想開始的情境。'"
"lib\screens\edit_moment_page.dart","193","'分享你的心情...'"
"lib\screens\email_login_page.dart","355","'隱私權政策'"
"lib\screens\email_login_page.dart","1054","'重新整理'"
"lib\screens\feedback_page.dart","1375","'移除圖片'"
"lib\screens\feedback_page.dart","1419","'更換'"
"lib\screens\login_page.dart","203","'知道了'"
"lib\screens\login_page.dart","392","'取消登入'"
"lib\screens\login_page.dart","406","'我已閱讀並同意'"
"lib\screens\login_page.dart","1001","'重新整理'"
"lib\screens\login_page.dart","1064","'重新載入'"
"lib\screens\moment_search_page.dart","198","'搜尋公開貼文、角色或創作者'"
"lib\screens\notification_list_page.dart","1986","'分享信件'"
"lib\screens\preference_selection_page.dart","23","'性格氣質'"
"lib\screens\preference_selection_page.dart","37","'關係・年齡感'"
"lib\screens\preference_selection_page.dart","44","'故事氛圍'"
"lib\screens\profile_page.dart","1647","'我的專屬背包與特權'"
"lib\screens\profile_page.dart","1667","'目前累積浪漫羈絆'"
"lib\screens\profile_page.dart","1673","'🎁 實體禮盒解鎖狀態：'"
"lib\screens\profile_page.dart","1723","'修改收件地址資訊'"
"lib\screens\profile_page.dart","1723","'🎉 已解鎖！點此填寫收件資訊'"
"lib\screens\profile_page.dart","1729","'✅ 您已成功登記收件地址，我們會盡快為您準備！'"
"lib\screens\profile_page.dart","1741","'💡 提示：其他數位外觀與頭像框可在商店或個人設定中查看與裝備。'"
"lib\screens\profile_page.dart","1749","'關閉'"
"lib\screens\profile_page.dart","1775","'【頂級摯愛】實體禮盒解鎖'"
"lib\screens\profile_page.dart","1791","'收件人真實姓名'"
"lib\screens\profile_page.dart","1800","'聯絡電話'"
"lib\screens\profile_page.dart","1809","'完整收件地址（含郵遞區號）'"
"lib\screens\profile_page.dart","1817","'想要收到的角色代表娃名字'"
"lib\screens\profile_page.dart","1818","'例如：欲輸入的角色名稱'"
"lib\screens\profile_page.dart","1828","'稍後填寫'"
"lib\screens\profile_page.dart","1864","'確認送出'"
"lib\screens\profile_page.dart","2041","'公告'"
"lib\screens\profile_page.dart","2062","'設定'"
"lib\screens\profile_page.dart","2084","'我的背包'"
"lib\screens\profile_page.dart","2324","'我的背包'"
"lib\screens\profile_page.dart","2955","'記下心動瞬間'"
"lib\screens\profile_page.dart","3142","'創建劇場'"
"lib\screens\recommendation_page.dart","617","'先看看這幾位'"
"lib\screens\recommendation_page.dart","618","'會先放最適合你的幾個相遇。'"
"lib\screens\recommendation_page.dart","648","'越來越像你的偏好'"
"lib\screens\recommendation_page.dart","648","'依照你一開始喜歡的方向'"
"lib\screens\recommendation_page.dart","675","'也許你會喜歡'"
"lib\screens\recommendation_page.dart","676","'保留一些隨機探索，讓您也能偶爾遇見不一樣的人。'"
"lib\screens\scene_page.dart","540","'目前還沒有創作者劇場'"
"lib\screens\scene_page.dart","592","'還沒有自己的劇場'"
"lib\screens\search_character_page.dart","265","'搜尋角色、創作者、職業或標籤'"
"lib\screens\search_character_page.dart","271","'清除'"
"lib\screens\settings_page.dart","558","'更改密碼'"
"lib\screens\settings_page.dart","559","'驗證目前密碼後設定新的登入密碼'"
"lib\screens\settings_page.dart","590","'管理後台'"
"lib\screens\settings_page.dart","591","'拾光內部管理工具'"
"lib\screens\settings_page.dart","645","""創作者規範"""
"lib\screens\settings_page.dart","662","'遊玩指南'"
"lib\screens\storage_test_page.dart","116","'Firebase Storage 測試'"
"lib\screens\storage_test_page.dart","184","'1. 選擇圖片'"
"lib\screens\storage_test_page.dart","199","'2. 上傳到 Firebase'"
"lib\screens\store_page.dart","741","'累積浪漫羈絆'"
"lib\screens\story_summary_page.dart","534","'寫下你們的故事...'"
"lib\screens\welcome_guide_page.dart","294","'歡迎來到《戀戀拾光》'"
"lib\screens\welcome_guide_page.dart","333","'聊天模式'"
"lib\screens\welcome_guide_page.dart","349","'日常模式'"
"lib\screens\welcome_guide_page.dart","355","'劇情模式'"
"lib\screens\welcome_guide_page.dart","361","'沉浸模式'"
"lib\screens\welcome_guide_page.dart","402","'邂逅'"
"lib\services\character_block_service.dart","56","'封鎖角色'"
"lib\services\character_block_service.dart","71","'取消'"
"lib\services\character_block_service.dart","85","'確認封鎖'"
"lib\services\reminder_notification_service.dart","288","'$characterName 提醒你'"
"lib\utils\character_navigator.dart","226","'我知道了'"
"lib\utils\character_navigator.dart","245","'讀取失敗'"
"lib\utils\character_navigator.dart","254","'確定'"
"lib\widgets\dice_duel_overlay.dart","119","'妳'"
"lib\widgets\dice_duel_overlay.dart","159","'對決結果已封存！'"
